ID,CNTYFIPS,Ori,State,Agency,Agentype,Solved,Year,Month,Homicide,Situation,VicAge,VicSex,VicRace,VicEthnic,OffAge,OffSex,OffRace,OffEthnic,Weapon,Relationship,Circumstance,Subcircum,VicCount,OffCount,MSA
201006001MS08000,"Winston, MS",MS08000,Mississippi,Winston County,Sheriff,Yes,2010,June,Murder and non-negligent manslaughter,Single victim/single offender,75.0,Female,White,Unknown or not reported,57.0,Male,White,Unknown or not reported,Fire,Mother,Other,,0,0,Rural Mississippi
201409001GA02503,"Chatham, GA",GA02503,Georgia,Savannah,Municipal police,Yes,2014,September,Murder and non-negligent manslaughter,Single victim/single offender,29.0,Male,Black,Unknown or not reported,,Male,White,Unknown or not reported,"Handgun - pistol, revolver, etc",Stranger,Felon killed by police,Felon attacked police officer,0,0,"Savannah, GA"
201106001NC04103,"Guilford, NC",NC04103,North Carolina,High Point,Municipal police,Yes,2011,June,Murder and non-negligent manslaughter,Single victim/single offender,33.0,Male,Black,Unknown or not reported,36.0,Male,Black,Unknown or not reported,Knife or cutting instrument,Friend,Other arguments,,0,0,"Greensboro-High Point, NC"
201203002WA00603,"Clark, WA",WA00603,Washington,Vancouver,Municipal police,Yes,2012,March,Murder and non-negligent manslaughter,Single victim/single offender,26.0,Male,White,Unknown or not reported,31.0,Male,White,Unknown or not reported,"Handgun - pistol, revolver, etc",Neighbor,Other arguments,,0,0,"Portland-Vancouver-Beaverton, OR-WA"
201202572FL05000,"Palm Beach, FL",FL05000,Florida,Palm Beach County,Sheriff,Yes,2012,February,Manslaughter by negligence,Single victim/multiple offenders,18.0,Male,White,Unknown or not reported,49.0,Male,White,Unknown or not reported,"Firearm, type not stated",Relationship not determined,Felon killed by police,Felon attacked police officer,0,2,"Miami-Fort Lauderdale, FL"
201706004KY05680,"Jefferson, KY",KY05680,Kentucky,Louisville Metro,Municipal police,Yes,2017,June,Murder and non-negligent manslaughter,Single victim/single offender,18.0,Male,Black,Not of Hispanic origin,26.0,Male,Black,Unknown or not reported,"Firearm, type not stated",Stranger,Circumstances undetermined,,0,0,"Louisville, KY-IN"
201608128FL05300,"Polk, FL",FL05300,Florida,Polk County,Sheriff,Yes,2016,August,Murder and non-negligent manslaughter,Single victim/single offender,28.0,Male,White,Unknown or not reported,31.0,Male,White,Unknown or not reported,"Handgun - pistol, revolver, etc",Relationship not determined,Other,,0,0,"Lakeland, FL"
201505276FL05214,"Pinellas, FL",FL05214,Florida,St. Petersburg,Municipal police,No,2015,May,Murder and non-negligent manslaughter,Single victim/single offender,26.0,Male,Black,Unknown or not reported,,Unknown,Unknown,Unknown or not reported,Rifle,Relationship not determined,Other - not specified,,0,0,"Tampa-St. Petersburg-Clearwater, FL"
201203003CA02708,"Monterey, CA",CA02708,California,Salinas,Municipal police,No,2012,March,Murder and non-negligent manslaughter,Single victim/unknown offender(s),16.0,Male,White,Hispanic origin,,Unknown,Unknown,Unknown or not reported,"Firearm, type not stated",Relationship not determined,Juvenile gang killings,,0,0,"Salinas, CA"
201503001CA01500,"Kern, CA",CA01500,California,Kern County,Sheriff,Yes,2015,March,Murder and non-negligent manslaughter,Single victim/single offender,29.0,Male,White,Hispanic origin,19.0,Male,White,Hispanic origin,"Firearm, type not stated",Stranger,Other - not specified,,0,0,"Bakersfield, CA"
201707011TXSPD00,"Bexar, TX",TXSPD00,Texas,San Antonio,Municipal police,Yes,2017,July,Murder and non-negligent manslaughter,Single victim/multiple offenders,26.0,Male,White,Hispanic origin,29.0,Male,White,Hispanic origin,"Handgun - pistol, revolver, etc",Stranger,Felon killed by police,Felon attacked police officer,0,1,"San Antonio, TX"
201706009LANPD00,"Orleans, LA",LANPD00,Louisiana,New Orleans,Municipal police,Yes,2017,June,Murder and non-negligent manslaughter,Single victim/single offender,22.0,Male,Black,Unknown or not reported,27.0,Male,Black,Unknown or not reported,"Firearm, type not stated",Relationship not determined,Circumstances undetermined,,0,0,"New Orleans-Metairie-Kenner, LA"
201708013ILCPD00,"Cook, IL",ILCPD00,Illinois,Chicago,Municipal police,No,2017,August,Murder and non-negligent manslaughter,Single victim/unknown offender(s),29.0,Male,White,Hispanic origin,,Unknown,Unknown,Unknown or not reported,Knife or cutting instrument,Relationship not determined,Other,,0,0,"Chicago-Naperville-Joliet, IL-IN-WI"
201002004TX22012,"Tarrant, TX",TX22012,Texas,Fort Worth,Municipal police,Yes,2010,February,Murder and non-negligent manslaughter,Single victim/multiple offenders,18.0,Male,Black,Unknown or not reported,23.0,Male,Black,Unknown or not reported,"Handgun - pistol, revolver, etc",Relationship not determined,Burglary,,0,2,"Dallas-Fort Worth-Arlington, TX"
201612001CA01928,"Los Angeles, CA",CA01928,California,Hawthorne,Municipal police,Yes,2016,December,Murder and non-negligent manslaughter,Single victim/single offender,92.0,Female,White,Not of Hispanic origin,69.0,Male,White,Not of Hispanic origin,Fire,Mother,Arson,,0,0,"Los Angeles-Long Beach, CA"
201105001TX16300,"Medina, TX",TX16300,Texas,Medina County,Sheriff,Yes,2011,May,Murder and non-negligent manslaughter,Single victim/single offender,51.0,Male,White,Not of Hispanic origin,41.0,Female,White,Not of Hispanic origin,"Handgun - pistol, revolver, etc",Husband,Other arguments,,0,0,"San Antonio, TX"
201012001HI00200,"Honolulu, HI",HI00200,Hawaii,Honolulu County,Sheriff,Yes,2010,December,Murder and non-negligent manslaughter,Single victim/single offender,64.0,Female,White,Unknown or not reported,81.0,Male,White,Unknown or not reported,Knife or cutting instrument,In-law,Other arguments,,0,0,"Honolulu, HI"
201205001WVWSP40,"Greenbrier, WV",WVWSP40,West Virginia,State Police: Rainelle,Primary state LE,Yes,2012,May,Murder and non-negligent manslaughter,Multiple victims/single offender,38.0,Male,White,Unknown or not reported,26.0,Male,White,Unknown or not reported,Shotgun,Acquaintance,Narcotic drug laws,,3,0,Rural West Virginia
201409002GA06056,"Fulton, GA",GA06056,Georgia,Sandy Spring,Municipal police,Yes,2014,September,Murder and non-negligent manslaughter,Multiple victims/multiple offenders,23.0,Male,White,Hispanic origin,20.0,Male,White,Hispanic origin,"Handgun - pistol, revolver, etc",Acquaintance,Narcotic drug laws,,1,1,"Atlanta-Sandy Springs-Marietta, GA"
201907010MI82349,"Wayne, MI",MI82349,Michigan,Detroit,Municipal police,No,2019,July,Murder and non-negligent manslaughter,Single victim/unknown offender(s),31.0,Male,Black,Unknown or not reported,,Unknown,Unknown,Unknown or not reported,Other or type unknown,Relationship not determined,Circumstances undetermined,,0,0,"Detroit-Warren-Livonia, MI"
201504558AL00301,"Montgomery, AL",AL00301,Alabama,Montgomery,Municipal police,Yes,2015,April,Murder and non-negligent manslaughter,Single victim/single offender,35.0,Female,White,Unknown or not reported,,Unknown,Unknown,Unknown or not reported,"Personal weapons, includes beating",Other family,Circumstances undetermined,,0,0,"Montgomery, AL"
201008021MDBPD00,"Baltimore city, MD",MDBPD00,Maryland,Baltimore,Municipal police,No,2010,August,Murder and non-negligent manslaughter,Single victim/unknown offender(s),31.0,Male,White,Unknown or not reported,,Unknown,Unknown,Unknown or not reported,"Handgun - pistol, revolver, etc",Relationship not determined,Circumstances undetermined,,0,0,"Baltimore-Towson, MD"
201105004TNMPD00,"Shelby, TN",TNMPD00,Tennessee,Memphis,Municipal police,Yes,2011,May,Murder and non-negligent manslaughter,Single victim/single offender,20.0,Male,Black,Unknown or not reported,19.0,Male,Black,Unknown or not reported,"Handgun - pistol, revolver, etc",Acquaintance,Other arguments,,0,0,"Memphis, TN-MS-AR"
201805002UT00202,"Box Elder, UT",UT00202,Utah,Tremonton,Municipal police,Yes,2018,May,Murder and non-negligent manslaughter,Single victim/single offender,33.0,Male,Native Hawaiian or Pacific Islander,Not of Hispanic origin,30.0,Male,White,Not of Hispanic origin,"Handgun - pistol, revolver, etc",Friend,Argument over money or property,,0,0,Rural Utah
201001011NV00201,"Clark, NV",NV00201,Nevada,Las Vegas Metro Police Department,Municipal police,Yes,2010,January,Murder and non-negligent manslaughter,Single victim/single offender,36.0,Male,White,Unknown or not reported,47.0,Male,White,Unknown or not reported,"Blunt object - hammer, club, etc",Friend,Other,,0,0,"Las Vegas-Paradise, NV"
201612001NY02900,"Nassau, NY",NY02900,New York,Nassau County,Sheriff,No,2016,December,Murder and non-negligent manslaughter,Single victim/unknown offender(s),36.0,Male,White,Hispanic origin,,Unknown,Unknown,Unknown or not reported,"Handgun - pistol, revolver, etc",Relationship not determined,Robbery,,0,0,"New York-New Jersey-Long Island, NY-NJ"
201102001CA01600,"Kings, CA",CA01600,California,Kings County,Sheriff,Yes,2011,February,Murder and non-negligent manslaughter,Single victim/single offender,45.0,Male,White,Hispanic origin,24.0,Male,American Indian or Alaskan Native,Not of Hispanic origin,"Firearm, type not stated",Other - known to victim,Circumstances undetermined,,0,0,"Hanford-Corcoran, CA"
201810001PAPPD00,"Allegheny, PA",PAPPD00,Pennsylvania,Pittsburgh,Municipal police,Yes,2018,October,Murder and non-negligent manslaughter,Single victim/multiple offenders,59.0,Male,Black,Not of Hispanic origin,17.0,Male,Black,Not of Hispanic origin,"Handgun - pistol, revolver, etc",Stranger,Robbery,,0,1,"Pittsburgh, PA"
201303011TXHPD00,"Harris, TX",TXHPD00,Texas,Houston,Municipal police,Yes,2013,March,Murder and non-negligent manslaughter,Single victim/multiple offenders,22.0,Female,White,Hispanic origin,17.0,Male,White,Hispanic origin,"Handgun - pistol, revolver, etc",Acquaintance,Circumstances undetermined,,0,1,"Houston-Sugar Land-Baytown, TX"
201610001VA08800,"Spotsylvania, VA",VA08800,Virginia,Spotsylvania County,Sheriff,Yes,2016,October,Murder and non-negligent manslaughter,Single victim/multiple offenders,,Male,White,Unknown or not reported,34.0,Male,White,Unknown or not reported,"Firearm, type not stated",Stranger,Other,,0,3,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
201104004TX10100,"Harris, TX",TX10100,Texas,Harris County,Sheriff,Yes,2011,April,Murder and non-negligent manslaughter,Single victim/multiple offenders,26.0,Male,White,Hispanic origin,30.0,Male,White,Hispanic origin,Knife or cutting instrument,Friend,Other arguments,,0,3,"Houston-Sugar Land-Baytown, TX"
201706007INIPD00,"Marion, IN",INIPD00,Indiana,Indianapolis,Municipal police,Yes,2017,June,Murder and non-negligent manslaughter,Single victim/single offender,43.0,Male,Black,Not of Hispanic origin,20.0,Male,Black,Not of Hispanic origin,"Firearm, type not stated",Stranger,Felon killed by private citizen,Felon killed in commission of a crime,0,0,"Indianapolis, IN"
201302005CA00109,"Alameda, CA",CA00109,California,Oakland,Municipal police,No,2013,February,Murder and non-negligent manslaughter,Single victim/unknown offender(s),60.0,Male,Black,Not of Hispanic origin,,Unknown,Unknown,Unknown or not reported,"Handgun - pistol, revolver, etc",Relationship not determined,Circumstances undetermined,,0,0,"San Francisco-Oakland-Fremont, CA"
201904017ILCPD00,"Cook, IL",ILCPD00,Illinois,Chicago,Municipal police,No,2019,April,Murder and non-negligent manslaughter,Single victim/unknown offender(s),37.0,Male,Black,Not of Hispanic origin,,Unknown,Unknown,Unknown or not reported,"Handgun - pistol, revolver, etc",Relationship not determined,Circumstances undetermined,,0,0,"Chicago-Naperville-Joliet, IL-IN-WI"
201212001OK02001,"Custer, OK",OK02001,Oklahoma,Clinton,Municipal police,Yes,2012,December,Murder and non-negligent manslaughter,Single victim/single offender,35.0,Female,American Indian or Alaskan Native,Unknown or not reported,22.0,Male,American Indian or Alaskan Native,Unknown or not reported,"Handgun - pistol, revolver, etc",Acquaintance,Circumstances undetermined,,0,0,Rural Oklahoma
201701001NC09801,"Wilson, NC",NC09801,North Carolina,Wilson,Municipal police,No,2017,January,Murder and non-negligent manslaughter,Single victim/unknown offender(s),43.0,Male,Black,Unknown or not reported,,Unknown,Unknown,Unknown or not reported,Knife or cutting instrument,Relationship not determined,Other - not specified,,0,0,Rural North Carolina
201301001NM00100,"Bernalillo, NM",NM00100,New Mexico,Bernalillo County,Sheriff,Yes,2013,January,Murder and non-negligent manslaughter,Multiple victims/single offender,5.0,Female,White,Unknown or not reported,15.0,Male,White,Unknown or not reported,Rifle,Sister,Other arguments,,4,0,"Albuquerque, NM"
201303001NY326SD,"Madison, NY",NY326SD,New York,State Police: Madison County (D),Primary state LE,Yes,2013,March,Murder and non-negligent manslaughter,Single victim/single offender,48.0,Female,White,Not of Hispanic origin,48.0,Male,White,Not of Hispanic origin,Shotgun,Wife,Other,,0,0,"Syracuse, NY"
201905011TNMPD00,"Shelby, TN",TNMPD00,Tennessee,Memphis,Municipal police,Yes,2019,May,Murder and non-negligent manslaughter,Single victim/single offender,51.0,Male,Black,Not of Hispanic origin,35.0,Male,Black,Not of Hispanic origin,"Personal weapons, includes beating",Stranger,Other arguments,,0,0,"Memphis, TN-MS-AR"
201705001NJ00906,"Hudson, NJ",NJ00906,New Jersey,Jersey City,Municipal police,Yes,2017,May,Murder and non-negligent manslaughter,Single victim/single offender,26.0,Female,Black,Unknown or not reported,29.0,Male,Black,Unknown or not reported,"Firearm, type not stated",Girlfriend,Circumstances undetermined,,0,0,"New York-New Jersey-Long Island, NY-NJ"
201705505MD01714,"Prince George's, MD",MD01714,Maryland,Greenbelt,Municipal police,Yes,2017,May,Murder and non-negligent manslaughter,Single victim/single offender,19.0,Male,Black,Not of Hispanic origin,20.0,Male,Black,Not of Hispanic origin,Knife or cutting instrument,Friend,Brawl due to influence of narcotics,,0,0,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
201805003PA00614,"Berks, PA",PA00614,Pennsylvania,Reading,Municipal police,Yes,2018,May,Murder and non-negligent manslaughter,Single victim/multiple offenders,25.0,Male,White,Hispanic origin,23.0,Male,White,Hispanic origin,"Firearm, type not stated",Relationship not determined,Circumstances undetermined,,0,1,"Reading, PA"
201507004MDBPD00,"Baltimore city, MD",MDBPD00,Maryland,Baltimore,Municipal police,Yes,2015,July,Murder and non-negligent manslaughter,Single victim/single offender,15.0,Male,Black,Not of Hispanic origin,13.0,Male,Black,Not of Hispanic origin,Knife or cutting instrument,Relationship not determined,Robbery,,0,0,"Baltimore-Towson, MD"
201812015AZ00723,"Maricopa, AZ",AZ00723,Arizona,Phoenix,Municipal police,Yes,2018,December,Murder and non-negligent manslaughter,Single victim/single offender,46.0,Male,White,Unknown or not reported,36.0,Female,White,Unknown or not reported,"Handgun - pistol, revolver, etc",Stranger,Felon killed by police,Felon attacked police officer,0,0,"Phoenix-Mesa-Scottsdale, AZ"
201212001NC03100,"Duplin, NC",NC03100,North Carolina,Duplin County,Sheriff,No,2012,December,Murder and non-negligent manslaughter,Single victim/unknown offender(s),0.0,Male,White,Unknown or not reported,,Unknown,Unknown,Unknown or not reported,Other or type unknown,Relationship not determined,Circumstances undetermined,,0,0,Rural North Carolina
201011004AR06002,"Pulaski, AR",AR06002,Arkansas,Little Rock,Municipal police,Yes,2010,November,Murder and non-negligent manslaughter,Single victim/single offender,18.0,Male,Black,Unknown or not reported,,Male,Black,Unknown or not reported,"Handgun - pistol, revolver, etc",Relationship not determined,Circumstances undetermined,,0,0,"Little Rock-North Little Rock, AR"
201510006CA01900,"Los Angeles, CA",CA01900,California,Los Angeles County,Sheriff,No,2015,October,Murder and non-negligent manslaughter,Single victim/unknown offender(s),17.0,Male,White,Hispanic origin,,Unknown,Unknown,Unknown or not reported,Knife or cutting instrument,Relationship not determined,Circumstances undetermined,,0,0,"Los Angeles-Long Beach, CA"
201302001PAPEP00,"Philadelphia, PA",PAPEP00,Pennsylvania,Philadelphia,Municipal police,Yes,2013,February,Murder and non-negligent manslaughter,Single victim/single offender,37.0,Female,Black,Not of Hispanic origin,61.0,Male,Black,Not of Hispanic origin,Shotgun,Girlfriend,Other arguments,,0,0,"Philadelphia-Camden-Wilmington, PA-NJ-DE"
201402001KY00701,"Bell, KY",KY00701,Kentucky,Middlesboro,Municipal police,Yes,2014,February,Murder and non-negligent manslaughter,Single victim/single offender,24.0,Male,White,Unknown or not reported,51.0,Male,White,Unknown or not reported,Knife or cutting instrument,Son,Other arguments,,0,0,Rural Kentucky
201206002CA01005,"Fresno, CA",CA01005,California,Fresno,Municipal police,Yes,2012,June,Murder and non-negligent manslaughter,Single victim/single offender,27.0,Male,White,Hispanic origin,29.0,Male,White,Hispanic origin,"Firearm, type not stated",Stranger,Juvenile gang killings,,0,0,"Fresno, CA"
201808030MDBPD00,"Baltimore city, MD",MDBPD00,Maryland,Baltimore,Municipal police,Yes,2018,August,Murder and non-negligent manslaughter,Single victim/single offender,83.0,Female,Black,Not of Hispanic origin,14.0,Male,Black,Not of Hispanic origin,Other or type unknown,Relationship not determined,Rape,,0,0,"Baltimore-Towson, MD"
201011005GA12100,"Richmond, GA",GA12100,Georgia,Augusta-Richmond County,Sheriff,Yes,2010,November,Murder and non-negligent manslaughter,Single victim/multiple offenders,20.0,Male,Black,Unknown or not reported,23.0,Male,Black,Unknown or not reported,"Handgun - pistol, revolver, etc",Relationship not determined,Robbery,,0,1,"Augusta-Richmond County, GA-SC"
201511277FL00601,"Broward, FL",FL00601,Florida,Dania,Municipal police,Yes,2015,November,Murder and non-negligent manslaughter,Single victim/single offender,30.0,Male,Black,Unknown or not reported,35.0,Male,Black,Unknown or not reported,"Handgun - pistol, revolver, etc",Relationship not determined,Other,,0,0,"Miami-Fort Lauderdale, FL"
201003001NB01601,"Cherry, NE",NB01601,Nebraska,Valentine,Municipal police,Yes,2010,March,Murder and non-negligent manslaughter,Single victim/single offender,34.0,Female,American Indian or Alaskan Native,Unknown or not reported,21.0,Female,American Indian or Alaskan Native,Unknown or not reported,Knife or cutting instrument,Acquaintance,Circumstances undetermined,,0,0,Rural Nebraska
201304001TX22101,"Taylor, TX",TX22101,Texas,Abilene,Municipal police,Yes,2013,April,Murder and non-negligent manslaughter,Single victim/single offender,58.0,Male,White,Not of Hispanic origin,34.0,Male,White,Not of Hispanic origin,"Personal weapons, includes beating",Acquaintance,Other,,0,0,"Abilene, TX"
201401001CT00077,"Hartford, CT",CT00077,Connecticut,Manchester,Municipal police,Yes,2014,January,Murder and non-negligent manslaughter,Single victim/single offender,56.0,Female,White,Unknown or not reported,21.0,Male,White,Unknown or not reported,"Blunt object - hammer, club, etc",Stranger,Burglary,,0,0,"Hartford, CT"
201803010NY03030,"New York, NY",NY03030,New York,New York,Municipal police,Yes,2018,March,Murder and non-negligent manslaughter,Single victim/single offender,22.0,Female,Black,Not of Hispanic origin,26.0,Male,Black,Not of Hispanic origin,"Personal weapons, includes beating",Girlfriend,Other,,0,0,"New York-New Jersey-Long Island, NY-NJ"
201512001TX21200,"Smith, TX",TX21200,Texas,Smith County,Sheriff,Yes,2015,December,Murder and non-negligent manslaughter,Single victim/single offender,58.0,Male,Black,Not of Hispanic origin,48.0,Female,Black,Not of Hispanic origin,"Handgun - pistol, revolver, etc",Boyfriend,Other arguments,,0,0,"Tyler, TX"
201412001VA12000,"Portsmouth, VA",VA12000,Virginia,Portsmouth,Municipal police,No,2014,December,Murder and non-negligent manslaughter,Single victim/unknown offender(s),25.0,Male,Black,Unknown or not reported,,Unknown,Unknown,Unknown or not reported,Shotgun,Relationship not determined,Circumstances undetermined,,0,0,"Virginia Beach-Norfolk-Newport News, VA-NC"
201712001AZ01405,"Yuma, AZ",AZ01405,Arizona,Yuma,Municipal police,Yes,2017,December,Murder and non-negligent manslaughter,Multiple victims/single offender,29.0,Male,White,Not of Hispanic origin,,Male,Unknown,Unknown or not reported,"Firearm, type not stated",Stranger,Circumstances undetermined,,1,0,"Yuma, AZ"
201607001AR01002,"Clark, AR",AR01002,Arkansas,Gurdon,Municipal police,No,2016,July,Murder and non-negligent manslaughter,Single victim/unknown offender(s),52.0,Male,Black,Unknown or not reported,,Unknown,Unknown,Unknown or not reported,Shotgun,Relationship not determined,Robbery,,0,0,Rural Arkansas
201208001NJNPD00,"Essex, NJ",NJNPD00,New Jersey,Newark County,Municipal police,No,2012,August,Murder and non-negligent manslaughter,Single victim/unknown offender(s),30.0,Male,Black,Unknown or not reported,,Unknown,Unknown,Unknown or not reported,"Handgun - pistol, revolver, etc",Relationship not determined,Circumstances undetermined,,0,0,"New York-New Jersey-Long Island, NY-NJ"
201105002VA12200,"Richmond, VA",VA12200,Virginia,Richmond,Municipal police,Yes,2011,May,Murder and non-negligent manslaughter,Single victim/single offender,55.0,Male,Black,Unknown or not reported,27.0,Male,Black,Unknown or not reported,"Blunt object - hammer, club, etc",Stranger,Other arguments,,0,0,"Richmond, VA"
201503012TXHPD00,"Harris, TX",TXHPD00,Texas,Houston,Municipal police,No,2015,March,Murder and non-negligent manslaughter,Single victim/unknown offender(s),24.0,Female,White,Hispanic origin,,Unknown,Unknown,Unknown or not reported,"Firearm, type not stated",Relationship not determined,Circumstances undetermined,,0,0,"Houston-Sugar Land-Baytown, TX"
201012001AZ01003,"Pima, AZ",AZ01003,Arizona,Tucson,Municipal police,Yes,2010,December,Murder and non-negligent manslaughter,Single victim/single offender,30.0,Female,White,Not of Hispanic origin,57.0,Male,White,Not of Hispanic origin,Shotgun,Acquaintance,Other arguments,,0,0,"Tucson, AZ"
201208026NY03030,"New York, NY",NY03030,New York,New York,Municipal police,Yes,2012,August,Murder and non-negligent manslaughter,Single victim/single offender,39.0,Male,Black,Not of Hispanic origin,27.0,Male,Black,Hispanic origin,"Handgun - pistol, revolver, etc",Stranger,Narcotic drug laws,,0,0,"New York-New Jersey-Long Island, NY-NJ"
201411001NV00401,"Elko, NV",NV00401,Nevada,Elko,Municipal police,Yes,2014,November,Murder and non-negligent manslaughter,Single victim/single offender,24.0,Male,White,Not of Hispanic origin,31.0,Male,White,Not of Hispanic origin,"Handgun - pistol, revolver, etc",Stranger,Felon killed by police,Felon attacked a civilian,0,0,Rural Nevada
201202001MS07600,"Washington, MS",MS07600,Mississippi,Washington County,Sheriff,Yes,2012,February,Murder and non-negligent manslaughter,Single victim/single offender,34.0,Female,White,Unknown or not reported,53.0,Male,White,Unknown or not reported,"Handgun - pistol, revolver, etc",Girlfriend,Other arguments,,0,0,Rural Mississippi
201307267FL01312,"Miami-Dade, FL",FL01312,Florida,Opa Locka,Municipal police,No,2013,July,Murder and non-negligent manslaughter,Single victim/unknown offender(s),23.0,Male,Black,Unknown or not reported,,Unknown,Unknown,Unknown or not reported,"Handgun - pistol, revolver, etc",Relationship not determined,Other,,0,0,"Miami-Fort Lauderdale, FL"
201301001KYKSP13,"Perry, KY",KYKSP13,Kentucky,State Police Post 13,Primary state LE,Yes,2013,January,Murder and non-negligent manslaughter,Single victim/single offender,30.0,Male,White,Unknown or not reported,34.0,Male,White,Unknown or not reported,Knife or cutting instrument,Acquaintance,Other arguments,,0,0,Rural Kentucky
201706004TXSPD00,"Bexar, TX",TXSPD00,Texas,San Antonio,Municipal police,Yes,2017,June,Murder and non-negligent manslaughter,Single victim/single offender,0.0,Male,White,Hispanic origin,31.0,Male,White,Hispanic origin,"Personal weapons, includes beating",Son,Other,,0,0,"San Antonio, TX"
201604001TNMPD00,"Shelby, TN",TNMPD00,Tennessee,Memphis,Municipal police,Yes,2016,April,Murder and non-negligent manslaughter,Single victim/single offender,29.0,Male,White,Unknown or not reported,36.0,Male,Black,Unknown or not reported,"Handgun - pistol, revolver, etc",Acquaintance,Felon killed by police,Felon killed in commission of a crime,0,0,"Memphis, TN-MS-AR"
201103002TXDPD00,"Dallas, TX",TXDPD00,Texas,Dallas,Municipal police,No,2011,March,Murder and non-negligent manslaughter,Single victim/unknown offender(s),76.0,Female,White,Not of Hispanic origin,,Unknown,Unknown,Unknown or not reported,Other or type unknown,Relationship not determined,Robbery,,0,0,"Dallas-Fort Worth-Arlington, TX"
201501003TX09205,"Gregg, TX",TX09205,Texas,Longview,Municipal police,Yes,2015,January,Murder and non-negligent manslaughter,Single victim/single offender,30.0,Male,Black,Unknown or not reported,24.0,Male,Black,Unknown or not reported,Other or type unknown,Relationship not determined,Circumstances undetermined,,0,0,"Longview, TX"
201504001MN02711,"Hennepin, MN",MN02711,Minnesota,Minneapolis,Municipal police,Yes,2015,April,Murder and non-negligent manslaughter,Multiple victims/multiple offenders,47.0,Male,Black,Not of Hispanic origin,30.0,Male,Black,Not of Hispanic origin,"Handgun - pistol, revolver, etc",Relationship not determined,Narcotic drug laws,,1,1,"Minneapolis-St. Paul-Bloomington, MN-WI"
201903002PA054SP,"Schuylkill, PA",PA054SP,Pennsylvania,State Police: Schuylkill County,Primary state LE,Yes,2019,March,Murder and non-negligent manslaughter,Single victim/single offender,53.0,Female,White,Not of Hispanic origin,44.0,Male,White,Not of Hispanic origin,Knife or cutting instrument,Girlfriend,Circumstances undetermined,,0,0,Rural Pennsylvania
201008010ILCPD00,"Cook, IL",ILCPD00,Illinois,Chicago,Municipal police,No,2010,August,Murder and non-negligent manslaughter,Single victim/unknown offender(s),47.0,Male,Black,Unknown or not reported,,Unknown,Unknown,Unknown or not reported,"Handgun - pistol, revolver, etc",Relationship not determined,Juvenile gang killings,,0,0,"Chicago-Naperville-Joliet, IL-IN-WI"
201111001WI00201,"Ashland, WI",WI00201,Wisconsin,Ashland,Municipal police,Yes,2011,November,Murder and non-negligent manslaughter,Single victim/single offender,36.0,Male,White,Unknown or not reported,38.0,Female,White,Unknown or not reported,Rifle,Boyfriend,Circumstances undetermined,,0,0,Rural Wisconsin
201603001PA02337,"Delaware, PA",PA02337,Pennsylvania,Upper Darby Township,Municipal police,No,2016,March,Murder and non-negligent manslaughter,Single victim/unknown offender(s),36.0,Female,Black,Not of Hispanic origin,,Unknown,Unknown,Unknown or not reported,Other or type unknown,Relationship not determined,Circumstances undetermined,,0,0,"Philadelphia-Camden-Wilmington, PA-NJ-DE"
201603004ILCPD00,"Cook, IL",ILCPD00,Illinois,Chicago,Municipal police,Yes,2016,March,Murder and non-negligent manslaughter,Single victim/multiple offenders,32.0,Male,Black,Not of Hispanic origin,23.0,Male,Black,Not of Hispanic origin,"Handgun - pistol, revolver, etc",Friend,Brawl due to influence of narcotics,,0,1,"Chicago-Naperville-Joliet, IL-IN-WI"
201606001TX02902,"Calhoun, TX",TX02902,Texas,Port Lavaca,Municipal police,Yes,2016,June,Murder and non-negligent manslaughter,Single victim/multiple offenders,55.0,Male,White,Unknown or not reported,29.0,Male,White,Unknown or not reported,Knife or cutting instrument,Acquaintance,Other arguments,,0,1,"Victoria, TX"
201503002CA01996,"Los Angeles, CA",CA01996,California,Lancaster,Municipal police,No,2015,March,Murder and non-negligent manslaughter,Single victim/unknown offender(s),32.0,Male,Black,Not of Hispanic origin,,Unknown,Unknown,Unknown or not reported,"Handgun - pistol, revolver, etc",Relationship not determined,Circumstances undetermined,,0,0,"Los Angeles-Long Beach, CA"
201412041IN04505,"Lake, IN",IN04505,Indiana,Gary,Municipal police,Yes,2014,December,Murder and non-negligent manslaughter,Single victim/single offender,32.0,Male,Black,Unknown or not reported,32.0,Male,Black,Unknown or not reported,"Handgun - pistol, revolver, etc",Relationship not determined,Circumstances undetermined,,0,0,"Chicago-Naperville-Joliet, IL-IN-WI"
201009001OH00500,"Athens, OH",OH00500,Ohio,Athens County,Sheriff,Yes,2010,September,Murder and non-negligent manslaughter,Single victim/single offender,46.0,Female,White,Unknown or not reported,83.0,Male,White,Unknown or not reported,Rifle,Wife,Other,,0,0,Rural Ohio
201012541FL01100,"Collier, FL",FL01100,Florida,Collier County,Sheriff,Yes,2010,December,Murder and non-negligent manslaughter,Multiple victims/single offender,39.0,Female,White,Unknown or not reported,,Male,White,Unknown or not reported,Rifle,Mother,Other - not specified,,1,0,"Naples-Marco Island, FL"
201908004VA12200,"Richmond, VA",VA12200,Virginia,Richmond,Municipal police,No,2019,August,Murder and non-negligent manslaughter,Single victim/unknown offender(s),28.0,Male,Black,Not of Hispanic origin,,Unknown,Unknown,Unknown or not reported,"Firearm, type not stated",Relationship not determined,Circumstances undetermined,,0,0,"Richmond, VA"
